Date,Time,Crop_Type,Solar_Energy_Production_kWh,Temperature_C,Rainfall_mm,Soil_Moisture_Content,Area_in_Hectares,Production_in_Tons,Crop_Yield_tons_ha,pH
7/7/2021,9:30:00,Lettuce,6.417,29.17,3.63,18.55,12.48,7.82,9.41,6.68
7/7/2021,12:00:00,Lettuce,7.128,34.5,8.69,16.48,12.03,21.07,6.56,6.54
7/7/2021,14:30:00,Lettuce,3.33,32.62,6.73,16.5,8.01,8.56,8.89,6.61
7/7/2021,16:45:00,Lettuce,5.112,30.01,11.94,18.69,11.34,20.34,11.99,6.68
7/7/2021,19:15:00,Lettuce,3.4019999999999997,32.95,15.2,14.76,6.26,8.42,7.47,6.29
7/7/2021,21:30:00,Lettuce,0,34.22,0.82,11.97,12.32,5.27,6.03,6.15
8/7/2021,0:00:00,Lettuce,0,28.05,19.68,17.3,9.45,12.64,7.62,6.96
8/7/2021,2:30:00,Lettuce,0,28.95,2.52,17.45,7.64,10.67,11.33,6.3
8/7/2021,4:45:00,Lettuce,0,34.9,19.31,10.06,10.04,8.21,5.9,6.15
8/7/2021,7:15:00,Lettuce,4.6080000000000005,31.16,9.24,12.72,6.05,9.99,9.98,6.93
8/7/2021,9:30:00,Lettuce,3.4290000000000003,32.39,5.94,18.78,3.46,19.55,11.4,6.12
8/7/2021,12:00:00,Lettuce,6.381,30.1,3.97,12.09,10.59,15.46,10.19,6.31
8/7/2021,14:30:00,Lettuce,7.452,31.5,3.46,15.06,9.91,11.48,12.71,6.68
8/7/2021,16:45:00,Lettuce,6.219,36.37,13.53,8.87,9.21,13.39,13.46,6.55
8/7/2021,19:15:00,Lettuce,7.146000000000001,37.27,8.46,11.5,7.46,12.63,6.9,6.1
8/7/2021,21:30:00,Lettuce,0,32.93,12.71,17.29,5.1,5.27,11,6.77
9/7/2021,0:00:00,Lettuce,0,31.24,17.5,20.03,12.76,16.54,6.32,6.18
9/7/2021,2:30:00,Lettuce,0,32.31,14.39,10.44,9.01,9.51,11.11,6.1
9/7/2021,4:45:00,Lettuce,0,29.9,17.52,15.7,8.04,13,9.07,6.69
9/7/2021,7:15:00,Lettuce,4.553999999999999,32.52,17.02,9.46,4.72,22.59,12.28,6.99
9/7/2021,9:30:00,Lettuce,7.749,36.79,14.48,17.29,13.01,15.96,12.2,6.82
9/7/2021,12:00:00,Lettuce,7.173,32.27,10.61,13.65,11.81,8.62,7.01,6.42
9/7/2021,14:30:00,Lettuce,3.6270000000000002,33.55,8.5,13.51,13.38,18.49,12.27,6.85
9/7/2021,16:45:00,Lettuce,5.04,34.96,0.32,9.16,10.86,18.31,4.86,6.23
9/7/2021,19:15:00,Lettuce,3.456,31.46,14.95,11,8.4,14.38,11.24,6.38
9/7/2021,21:30:00,Lettuce,0,30.61,11.69,15.33,14.21,10.8,6.61,6.41
10/7/2021,0:00:00,Lettuce,0,29.74,13.49,19.01,4.36,23.89,6.21,6.97
10/7/2021,2:30:00,Lettuce,0,32.51,3.72,13.43,6.6,3.37,12.55,6.37
10/7/2021,4:45:00,Lettuce,0,31.15,8.97,10.92,7.61,21.75,5.15,6.88
10/7/2021,7:15:00,Lettuce,6.615,36.75,13.85,21.78,12.97,17.93,12.67,6.91
10/7/2021,9:30:00,Lettuce,4.455,31.87,19.15,12.19,7.54,13.4,13.79,6.57
10/7/2021,12:00:00,Lettuce,2.817,37.78,6.34,14.95,6.97,7.24,9.11,6.73
10/7/2021,14:30:00,Lettuce,6.525,36.54,19.68,15.78,12.03,15.89,10.64,6.19
10/7/2021,16:45:00,Lettuce,3.8880000000000003,31.69,14.21,15.16,12.17,19.3,9.63,6.71
10/7/2021,19:15:00,Lettuce,4.842,32.21,11.55,17.2,8.56,7.45,6.71,6.76
10/7/2021,21:30:00,Lettuce,0,32.98,4.19,19.5,8.96,16.33,5.05,6.11
11/7/2021,0:00:00,Lettuce,0,30.01,2.43,12.95,8.38,14.21,12.36,6.42
11/7/2021,2:30:00,Lettuce,0,31.46,16.94,11.36,9.03,18.3,7.39,6.43
11/7/2021,4:45:00,Lettuce,0,32.23,17.19,21.52,11.32,12.12,10.15,6.36
11/7/2021,7:15:00,Lettuce,3.24,36.92,9.79,21.12,10.83,20.44,8.36,6.52
11/7/2021,9:30:00,Lettuce,6.498,33.29,5.21,15.32,5.93,22.15,12.79,6.63
11/7/2021,12:00:00,Lettuce,6.336,37.05,8.13,13.85,10.7,11.02,4.69,6.54
11/7/2021,14:30:00,Lettuce,6.66,34.32,14.98,16.56,7.36,20.1,13.42,6.06
11/7/2021,16:45:00,Lettuce,3.51,37.03,0.62,15.22,6.44,5.49,8.51,6.77
11/7/2021,19:15:00,Lettuce,6.318,34.5,10,9.09,4.05,11.63,6.51,6.14
11/7/2021,21:30:00,Lettuce,0,36.81,18.78,19.14,8.79,3.26,10.32,6.3
12/7/2021,0:00:00,Lettuce,0,32.69,18.69,16.42,8.7,20.48,13.77,6.69
12/7/2021,2:30:00,Lettuce,0,28.35,15.75,12.26,7.53,12.68,9.44,6.79
12/7/2021,4:45:00,Lettuce,0,32.19,9.98,13.34,7.83,18.66,11.19,6.52
12/7/2021,7:15:00,Lettuce,4.86,34.91,3.34,16.14,12.65,6.03,12.6,6.06
12/7/2021,9:30:00,Lettuce,4.05,32.7,14.29,16.31,7.75,13.1,6.72,6.78
12/7/2021,12:00:00,Lettuce,4.680000000000001,28.32,3.28,17.31,7.42,7.57,13.48,6.24
12/7/2021,14:30:00,Lettuce,7.101,33.17,14.78,10.18,5.19,10.15,7.86,6.37
12/7/2021,16:45:00,Lettuce,6.6690000000000005,36.24,8.48,17.71,10.73,17.53,7.93,6.49
12/7/2021,19:15:00,Lettuce,3.528,31.62,13.71,10.25,5.48,11.48,11.74,6.4
12/7/2021,21:30:00,Lettuce,0,33.86,9.68,14.06,9.08,17.5,4.71,6.94
13/7/2021,0:00:00,Lettuce,0,29.85,11.86,17.23,6.23,14.1,12.68,6.37
13/7/2021,2:30:00,Lettuce,0,30.47,14.73,18.77,12.28,10.15,10.34,6.19
13/7/2021,4:45:00,Lettuce,0,34.14,4.84,20.86,9.01,4.31,11.92,6.76
13/7/2021,7:15:00,Lettuce,5.949000000000001,32.4,8.94,16.16,13.3,17.88,11.84,6.6
13/7/2021,9:30:00,Lettuce,7.685999999999999,36.77,15.4,14.91,6.75,16.5,6.81,6.46
13/7/2021,12:00:00,Lettuce,2.718,35.4,13.37,12.52,5.85,22.54,6.75,6.66
13/7/2021,14:30:00,Lettuce,8.001000000000001,33.8,8.15,16.37,6.78,20.65,8.24,6.63
13/7/2021,16:45:00,Lettuce,4.707000000000001,33.34,5.34,19.56,9.36,4.49,4.49,6.68
13/7/2021,19:15:00,Lettuce,6.57,34.62,4.66,14.73,11.62,9.81,11.16,6.69
13/7/2021,21:30:00,Lettuce,0,37.11,16.45,15.08,12.93,21.41,12.32,6.58
14/7/2021,0:00:00,Lettuce,0,33.68,16.8,20.21,14.02,16.47,7.44,6.58
14/7/2021,2:30:00,Lettuce,0,34.98,4.03,13.98,12.51,17.86,11.4,6.57
14/7/2021,4:45:00,Lettuce,0,30.68,0.33,9.42,5.18,4.57,9.3,6.54
14/7/2021,7:15:00,Lettuce,6.9030000000000005,29.5,7.01,15.63,6.95,6.38,8.44,6.4
14/7/2021,9:30:00,Lettuce,3.8520000000000003,35.25,11.5,17.58,7.92,13.1,8.43,6.29
14/7/2021,12:00:00,Lettuce,5.814,33.47,10.16,16.32,5.93,19.86,13.71,6.35
14/7/2021,14:30:00,Lettuce,2.8080000000000003,28.38,16.51,14.05,13.42,11.23,10.37,6.33
14/7/2021,16:45:00,Lettuce,6.354,30.28,7.16,14.17,7.06,14.36,2.99,6.7
14/7/2021,19:15:00,Lettuce,7.083,36.27,10.99,15.31,8.73,13.13,5.83,6.96
14/7/2021,21:30:00,Lettuce,0,33.7,16.64,19.61,9.25,13.15,13.6,6.83
15/7/2021,0:00:00,Lettuce,0,29.3,19.83,21.92,6.48,7.73,6.07,6.83
15/7/2021,2:30:00,Lettuce,0,31.83,3.38,18.07,8.68,15.02,4.62,6.32
15/7/2021,4:45:00,Lettuce,0,34.69,0.21,12.23,10.15,15.47,8.74,6.81
15/7/2021,7:15:00,Lettuce,4.553999999999999,34.2,15.37,16.82,7.15,11.47,6.04,6.41
15/7/2021,9:30:00,Lettuce,6.6240000000000006,35.04,4.78,16.8,7.76,14.5,10.21,6.13
15/7/2021,12:00:00,Lettuce,4.932,34.34,9.3,17.75,5.62,22.07,4.71,6.06
15/7/2021,14:30:00,Lettuce,3.375,30.38,19.76,14.43,5.09,12.98,5.83,6.12
15/7/2021,16:45:00,Lettuce,3.222,31.5,3.16,8.58,4.66,19.17,11.77,6.93
15/7/2021,19:15:00,Lettuce,3.6630000000000003,34.73,1.5,11.91,11.17,19.38,5.51,6.69
15/7/2021,21:30:00,Lettuce,0,28.56,1.28,8.48,13.66,10.28,10.8,6.79
16/7/2021,0:00:00,Lettuce,0,31.34,14.52,12.68,9.34,18.64,8.47,6.85
16/7/2021,2:30:00,Lettuce,0,32.32,8.91,12.2,9.33,21.53,6.48,6.75
16/7/2021,4:45:00,Lettuce,0,29.56,3.12,10.81,4.49,8.49,8.64,6.2
16/7/2021,7:15:00,Lettuce,7.443,29.37,11.68,12.3,8.79,8.19,6.14,6.22
16/7/2021,9:30:00,Lettuce,4.4190000000000005,35.56,8.41,6.69,8.72,19.36,12.03,6.77
16/7/2021,12:00:00,Lettuce,4.1850000000000005,29.06,18.68,8.6,4.51,4.78,11.95,6.54
16/7/2021,14:30:00,Lettuce,7.6049999999999995,29.28,4.77,13.05,6.95,15.23,10.02,6.55
16/7/2021,16:45:00,Lettuce,4.212,32.18,16.95,12.07,8.49,6.42,11.62,6.24
16/7/2021,19:15:00,Lettuce,3.4739999999999998,33.51,17.96,18.8,6.77,16.91,7.56,6.32
16/7/2021,21:30:00,Lettuce,0,30.76,9.41,17.56,8.66,6.92,12.41,6.74
17/7/2021,0:00:00,Lettuce,0,31.4,8.58,14.96,10.64,11.89,8.33,7
17/7/2021,2:30:00,Lettuce,0,34.4,7.63,17.32,7.81,20.62,11.17,6.44
17/7/2021,4:45:00,Lettuce,0,31.14,12.69,12.49,8.48,8.69,12.27,6.39
17/7/2021,7:15:00,Lettuce,7.2,29.03,4.33,13.68,13.69,12.49,13.15,6.01
17/7/2021,9:30:00,Lettuce,6.84,29.64,17.8,15.46,8.64,4.66,10.78,6.14
17/7/2021,12:00:00,Lettuce,6.588,31.61,6.7,16.07,10.36,6.34,13.08,6.8
17/7/2021,14:30:00,Lettuce,5.121,32.59,9.94,13.05,11.86,3.28,4.33,6.9
17/7/2021,16:45:00,Lettuce,4.635000000000001,32.92,7.5,16.22,9.6,9.01,12.2,6.44
17/7/2021,19:15:00,Lettuce,4.428,33.79,15.26,13.91,9.41,13.98,13.17,6.06
17/7/2021,21:30:00,Lettuce,0,33.34,5.86,20.51,6.6,20.82,11.12,6.43
18/7/2021,0:00:00,Lettuce,0,33.61,15.82,16.73,5.44,11.17,5.22,6.79
18/7/2021,2:30:00,Lettuce,0,33.76,19.47,20.25,7.15,4.42,8.72,6.65
18/7/2021,4:45:00,Lettuce,0,31.03,10.88,17.64,10.51,10.43,8.86,6.56
18/7/2021,7:15:00,Lettuce,5.67,31.75,19.15,19.28,5.89,12.88,12.61,6.14
18/7/2021,9:30:00,Lettuce,5.139,31.53,0.57,18.46,8.09,12.42,12.41,6.27
18/7/2021,12:00:00,Lettuce,4.779,36.41,10.4,12.16,10.82,16.1,11.53,6.23
18/7/2021,14:30:00,Lettuce,4.4190000000000005,28.42,8.53,9.32,11.25,6.84,8.45,6.9
18/7/2021,16:45:00,Lettuce,6.345,36.38,3.74,16.26,13.5,19.81,4.3,6.32
18/7/2021,19:15:00,Lettuce,6.894,36.59,16,14.55,5.49,19.92,10.31,6.76
18/7/2021,21:30:00,Lettuce,0,32.08,1.5,15.19,10.48,17.19,11.27,6.81
19/7/2021,0:00:00,Lettuce,0,34.69,8.4,18.25,9.43,11.4,6.69,6.06
19/7/2021,2:30:00,Lettuce,0,33.6,15.4,20.1,6.84,17.89,9.14,6.38
19/7/2021,4:45:00,Lettuce,0,33.82,6.1,11.11,6.25,20.51,7.2,6.46
19/7/2021,7:15:00,Lettuce,6.156,37.19,9.84,16.68,7.63,22.87,8.44,6.55
19/7/2021,9:30:00,Lettuce,4.473,32.15,10.51,18.19,10.6,13.84,11.36,6.6
19/7/2021,12:00:00,Lettuce,7.029,28.46,2.98,12.39,11.71,16.6,9.03,7
19/7/2021,14:30:00,Lettuce,6.777,37.95,17.82,11.8,7.17,15.08,7.47,6.81
19/7/2021,16:45:00,Lettuce,6.381,36.78,3.72,15.71,11.99,9.75,11.71,6.37
19/7/2021,19:15:00,Lettuce,7.164,29.23,3.87,10.8,9.37,7.09,12.9,6.26
19/7/2021,21:30:00,Lettuce,0,37.25,9.76,14.32,8.17,9.15,7.81,6.12
20/7/2021,0:00:00,Lettuce,0,37.4,12.8,10.57,10.63,20.13,9.7,6.71
20/7/2021,2:30:00,Lettuce,0,30.02,2.01,10.64,10.05,12.77,10.42,6.58
20/7/2021,4:45:00,Lettuce,0,31.71,0.68,13.79,8.87,11.67,9.47,6.64
20/7/2021,7:15:00,Lettuce,7.632000000000001,32.03,15.6,14.61,8.6,10.86,4.76,6.61
20/7/2021,9:30:00,Lettuce,7.2989999999999995,36.75,18.02,17.13,8.88,9.4,11.84,6.97
20/7/2021,12:00:00,Lettuce,3.51,34.62,19.34,11.08,8.94,20.85,8.44,6.9
20/7/2021,14:30:00,Lettuce,5.796,37.45,6.36,12.64,7.97,10.69,9.24,6.58
20/7/2021,16:45:00,Lettuce,7.65,29.13,0.81,17.64,6.94,7.09,11.31,6.15
20/7/2021,19:15:00,Lettuce,7.029,37.61,19.43,14.07,6.35,14,6.37,6.79
20/7/2021,21:30:00,Lettuce,0,36.31,0.28,16.4,12.93,7.83,8.53,6.93
21/7/2021,0:00:00,Lettuce,0,30.42,8.15,12.82,10.14,12.43,4.28,6.87
21/7/2021,2:30:00,Lettuce,0,28.6,15.52,13.76,10.52,16.61,10.37,6.16
21/7/2021,4:45:00,Lettuce,0,28.93,12.07,22.22,8.47,3.65,6.12,6.35
21/7/2021,7:15:00,Lettuce,4.8149999999999995,36.59,6.15,19.65,10.59,11.05,10.08,6.8
21/7/2021,9:30:00,Lettuce,2.952,35.42,14.11,16.55,5.16,13.9,5.9,6.38
21/7/2021,12:00:00,Lettuce,6.732,32.3,15.43,12.34,12.2,3.79,10.76,6.05
21/7/2021,14:30:00,Lettuce,7.460999999999999,35.14,6.91,17.52,11.61,6.93,12.99,6.93
21/7/2021,16:45:00,Lettuce,3.258,31.56,10.62,11.27,6.59,6.84,3.75,6.29
21/7/2021,19:15:00,Lettuce,3.1410000000000005,28.06,7.06,11.75,9.78,15.13,4.58,6.33
21/7/2021,21:30:00,Lettuce,0,31.4,1.89,11.34,7.62,17.73,4.01,6.59
22/7/2021,0:00:00,Lettuce,0,32.78,14.41,18.99,9.58,23.95,8.85,6.96
22/7/2021,2:30:00,Lettuce,0,32.48,6.92,16.43,8.29,21.54,5.52,6.17
22/7/2021,4:45:00,Lettuce,0,32.51,5.27,17.46,6.81,13.58,5.09,6.29
22/7/2021,7:15:00,Lettuce,5.526,37.28,7.93,22.91,11.64,16.29,7.27,6.11
22/7/2021,9:30:00,Lettuce,4.887,33.26,15.59,8.88,11.67,18.87,11.73,6.7
22/7/2021,12:00:00,Lettuce,5.4990000000000006,35.69,9.06,18.06,10.65,17.21,10.86,6.31
22/7/2021,14:30:00,Lettuce,6.426,28.4,2.56,19.15,10.67,13.63,6.12,6.5
22/7/2021,16:45:00,Lettuce,7.434,28.71,4.02,18.13,6.93,12.92,4.07,6.12
22/7/2021,19:15:00,Lettuce,7.011,32.57,14.98,17.69,9.08,22.21,6.92,6.62
22/7/2021,21:30:00,Lettuce,0,32.36,19.77,16.56,12.53,14.57,10.96,6.24
23/7/2021,0:00:00,Lettuce,0,33.74,17.86,16.5,13.23,14.84,11.56,6.06
23/7/2021,2:30:00,Lettuce,0,32.38,2.79,16.42,13.58,12.76,9.02,6.77
23/7/2021,4:45:00,Lettuce,0,34.57,3.34,17.41,13.64,19.66,11.36,6.6
23/7/2021,7:15:00,Lettuce,3.285,28.7,3.3,21.67,9.13,19.7,4.96,6.14
23/7/2021,9:30:00,Lettuce,2.754,37.83,4.63,11.53,12.43,13.6,11.42,6.05
23/7/2021,12:00:00,Lettuce,4.437,32.31,1.9,13.84,6.73,14.65,9.34,6.61
23/7/2021,14:30:00,Lettuce,6.822,34.92,9.69,15.64,12.51,19.95,12.36,6.91
23/7/2021,16:45:00,Lettuce,7.587,34.74,5,17.63,5.47,9.5,8.41,6.55
23/7/2021,19:15:00,Lettuce,3.483,32.63,18.57,15.95,13.31,7.57,13.43,6.12
23/7/2021,21:30:00,Lettuce,0,31.16,12.86,7.89,7.7,2.68,8.26,6.21
24/7/2021,0:00:00,Lettuce,0,35.75,5.73,16.43,9.83,17.29,6.62,6.44
24/7/2021,2:30:00,Lettuce,0,29.87,7.59,11.55,6.84,13.9,4.95,6.76
24/7/2021,4:45:00,Lettuce,0,28.08,2.8,14.98,10.6,11.1,9.81,6.87
24/7/2021,7:15:00,Lettuce,5.58,28.09,17.09,18.74,13.66,22.25,7.27,6.19
24/7/2021,9:30:00,Lettuce,5.4990000000000006,36.93,7.66,18.08,4.91,18.72,11.43,6.39
24/7/2021,12:00:00,Lettuce,5.3100000000000005,30.12,13.84,15.3,6.5,12.93,6.67,6.18
24/7/2021,14:30:00,Lettuce,3.5370000000000004,30.63,8.09,11.19,8.5,9.96,5.9,6.55
24/7/2021,16:45:00,Lettuce,7.704000000000001,37.27,14.29,13.69,11.95,22.04,11.18,6.4
24/7/2021,19:15:00,Lettuce,5.364,32.64,0.29,9.76,6.8,4.11,8.57,6.35
24/7/2021,21:30:00,Lettuce,0,32.81,13.6,6.8,11.73,11.17,10.93,6.46
25/7/2021,0:00:00,Lettuce,0,29.84,9.46,13.65,10.95,14.08,8.39,6.1
25/7/2021,2:30:00,Lettuce,0,35.38,12.55,16.48,8.99,9.38,9.55,6.55
25/7/2021,4:45:00,Lettuce,0,34.25,12.71,16.63,3.02,16.5,6.45,6.62
25/7/2021,7:15:00,Lettuce,4.464,32.04,9.5,9.58,11.04,23.78,10.21,6.65
25/7/2021,9:30:00,Lettuce,3.2760000000000002,36.17,11.72,15.65,9.88,7.63,12.65,6.78
25/7/2021,12:00:00,Lettuce,4.473,32.09,11.89,17.66,13.44,6.22,8.17,6.42
25/7/2021,14:30:00,Lettuce,3.492,32.6,12.75,14.84,10.97,19.13,8.68,6.53
25/7/2021,16:45:00,Lettuce,6.264,34.84,8.08,10.51,11.1,18.7,9.89,6.83
25/7/2021,19:15:00,Lettuce,4.311,37.87,10.09,12.13,9.25,7.34,7.54,6.04
25/7/2021,21:30:00,Lettuce,0,36.84,16.09,16.37,12.29,8.96,10.49,6.39
26/7/2021,0:00:00,Lettuce,0,36.92,10.54,15.56,13.43,18.51,12.69,6.47
26/7/2021,2:30:00,Lettuce,0,37.98,5.07,8,10.14,5.4,13.44,6.53
26/7/2021,4:45:00,Lettuce,0,32.66,1.79,6.84,6.31,3.7,12.23,6.09
26/7/2021,7:15:00,Lettuce,2.745,37.42,0.35,23.32,7.71,23.65,8.55,6.3
26/7/2021,9:30:00,Lettuce,5.706,28.81,8.38,16.21,9.41,6.77,12.88,6.2
26/7/2021,12:00:00,Lettuce,5.4270000000000005,32.6,15.22,18.32,7.64,17.86,14.28,6.15
26/7/2021,14:30:00,Lettuce,4.293,37.98,3.34,19.55,5.54,13.3,4.19,6.05
26/7/2021,16:45:00,Lettuce,6.462,37.82,15.65,12.31,7.77,19.24,13.81,6.58
26/7/2021,19:15:00,Lettuce,3.654,31.61,13.45,11.84,7.69,12.48,8.48,6.06
26/7/2021,21:30:00,Lettuce,0,28.33,0.18,11.01,12.55,13.8,5.36,6.5
27/7/2021,0:00:00,Lettuce,0,35.63,16.77,18.92,8.52,22.17,8.13,6.85
27/7/2021,2:30:00,Lettuce,0,29.75,12.07,19.52,12.23,5.94,5.21,6.96
27/7/2021,4:45:00,Lettuce,0,32.32,18.84,13.84,5.98,19.6,4.45,6.58
27/7/2021,7:15:00,Lettuce,6.768,28.19,7.77,14.59,12.56,13.8,9.91,6.72
27/7/2021,9:30:00,Lettuce,6.138000000000001,32.44,0.44,12.97,6.87,19.13,9.6,6.32
27/7/2021,12:00:00,Lettuce,5.085000000000001,33.3,18.62,14.09,12.17,8.66,14.16,6.02
27/7/2021,14:30:00,Lettuce,6.9479999999999995,28.55,14.69,17.08,5.51,16.87,9.82,6.62
27/7/2021,16:45:00,Lettuce,3.231,34.32,3.85,12.44,10.06,13.42,8.32,6.51
27/7/2021,19:15:00,Lettuce,3.6990000000000003,32.76,8.74,10.97,11.35,4.48,11.36,6.69
27/7/2021,21:30:00,Lettuce,0,34.98,17.71,15.78,10.85,18.65,6.39,6.38
28/7/2021,0:00:00,Lettuce,0,30.92,15.7,15.96,6.02,8.28,9.63,6.04
28/7/2021,2:30:00,Lettuce,0,32.8,8.83,18.14,10.18,14.76,6.48,6.93
28/7/2021,4:45:00,Lettuce,0,36.79,3.94,13.85,13.54,22.33,9.97,6.62
28/7/2021,7:15:00,Lettuce,4.104,37.77,13.49,7.57,11.06,3.36,11.54,6.87
28/7/2021,9:30:00,Lettuce,7.146000000000001,35.46,19.09,12.99,11.7,9.98,9.91,6.97
28/7/2021,12:00:00,Lettuce,6.399,34.75,4.71,22.37,11.94,13.25,9.38,6.33
28/7/2021,14:30:00,Lettuce,8.064000000000002,33.98,4.29,22.77,13.65,17.72,5.43,6.96
28/7/2021,16:45:00,Lettuce,5.6610000000000005,35.71,11.03,17.37,7.93,22.44,6.21,6.63
28/7/2021,19:15:00,Lettuce,7.056,35.39,14.97,18.6,4.2,6.99,6.58,6.57
28/7/2021,21:30:00,Lettuce,0,28.39,7.42,13.8,10.07,15.35,6.69,6.77
29/7/2021,0:00:00,Lettuce,0,30.55,19.55,19.28,10.11,11.26,7.71,6.91
29/7/2021,2:30:00,Lettuce,0,33.42,10.22,13.5,11.22,20.2,12.66,6.97
29/7/2021,4:45:00,Lettuce,0,29.63,17.94,15.29,11.9,18.46,10.96,6.34
29/7/2021,7:15:00,Lettuce,7.857,31.13,4.82,9.88,7.64,16.6,6.34,6.43
29/7/2021,9:30:00,Lettuce,6.174,37.69,10.56,12.87,9.37,12.3,5.23,6.13
29/7/2021,12:00:00,Lettuce,5.796,29.64,13.27,16.31,13.07,9.8,4.81,6.12
29/7/2021,14:30:00,Lettuce,6.6690000000000005,35.48,9.89,17.69,4.52,20.63,11.04,6.06
29/7/2021,16:45:00,Lettuce,4.428,31.57,11.61,18.12,6.12,18.66,12.25,6.63
29/7/2021,19:15:00,Lettuce,7.506,35.61,10.42,14.29,12.94,23.93,12.97,6.02
29/7/2021,21:30:00,Lettuce,0,31.22,11.4,16.92,11.06,5.51,8.69,6.53
30/7/2021,0:00:00,Lettuce,0,35.37,17.47,7.86,15.02,14.39,10.01,6.47
30/7/2021,2:30:00,Lettuce,0,29.85,4.2,13.08,4.55,7.14,4.74,6.18
30/7/2021,4:45:00,Lettuce,0,37.37,5.68,21.37,9.45,21.65,7.98,6.97
30/7/2021,7:15:00,Lettuce,6.803999999999999,37.35,2.71,8.32,9.88,20.66,14.44,6.13
30/7/2021,9:30:00,Lettuce,5.238,33.73,0.27,13.27,14.4,11.95,9.63,6.52
30/7/2021,12:00:00,Lettuce,6.039,30.06,14.32,17.69,5.37,14.62,5.24,6.85
30/7/2021,14:30:00,Lettuce,7.460999999999999,32.74,15.82,19.42,7.55,15.92,9.95,6.6
30/7/2021,16:45:00,Lettuce,3.366,35.1,6.14,13.47,9.62,19.46,11.68,6.03
30/7/2021,19:15:00,Lettuce,3.8070000000000004,30.96,11.54,20.31,8.96,19.18,4.29,6.23
30/7/2021,21:30:00,Lettuce,0,28.62,11.88,12.4,4.3,12.83,11.81,6.34
31/7/2021,0:00:00,Lettuce,0,29.53,19.77,9.12,13.27,14.59,8.28,6.96
31/7/2021,2:30:00,Lettuce,0,32.56,17.01,18.49,9.75,11.88,12.13,6.34
31/7/2021,4:45:00,Lettuce,0,35.54,19.76,21.18,7.01,9.72,8.77,6.95
31/7/2021,7:15:00,Lettuce,4.059,30.52,17.38,11.36,9.53,12.99,5.67,6.15
31/7/2021,9:30:00,Lettuce,5.031,30.1,8.01,15.35,12.04,15.76,12.22,6.43
31/7/2021,12:00:00,Lettuce,3.4019999999999997,32.37,12.52,11.06,6.95,18.7,9.68,6.21
31/7/2021,14:30:00,Lettuce,5.4270000000000005,37.42,11.84,11.39,8.36,8.21,10.39,6.59
31/7/2021,16:45:00,Lettuce,6.759,32.24,9.53,16.22,9.27,22.01,6.34,6.91
31/7/2021,19:15:00,Lettuce,4.455,35.88,16.67,14.1,12.49,14.75,6.77,6.43
31/7/2021,21:30:00,Lettuce,0,28.52,13.4,11.29,10.74,15.43,6.85,6.34
1/8/2021,0:00:00,Lettuce,0,37.09,15.75,14.22,11.2,14.95,10.29,6.88
1/8/2021,2:30:00,Lettuce,0,37.77,16.73,19.63,12.51,18.39,10,6.83
1/8/2021,4:45:00,Lettuce,0,32.51,3.57,19.16,10.71,19.5,7.64,6.46
1/8/2021,7:15:00,Lettuce,4.8149999999999995,36.79,5.16,17.4,4.92,5.79,9.07,6.88
1/8/2021,9:30:00,Lettuce,6.507000000000001,35.12,13.46,17.96,6.29,8.61,9.77,6.96
1/8/2021,12:00:00,Lettuce,6.579,32.95,18.65,22.51,11.02,6.87,9.82,6.19
1/8/2021,14:30:00,Lettuce,7.083,36.95,16.12,11.68,4.59,19.47,8.27,6.16
1/8/2021,16:45:00,Lettuce,7.623000000000001,28.6,0.84,13.93,4.96,19.87,6.55,6.15
1/8/2021,19:15:00,Lettuce,5.7330000000000005,33.53,5.27,17.25,8.58,6.07,7.36,6.33
1/8/2021,21:30:00,Lettuce,0,34.47,19.27,15.02,8.53,14.42,9.82,6.24
2/8/2021,0:00:00,Lettuce,0,32.7,8.16,13.67,12.6,6.29,11.33,6.59
2/8/2021,2:30:00,Lettuce,0,28.3,1.25,10.95,8.54,21.27,12.03,6.19
2/8/2021,4:45:00,Lettuce,0,36.76,3.94,19.28,11.42,10.44,8.05,6.34
2/8/2021,7:15:00,Lettuce,7.542000000000001,29.31,7.79,11.41,11.47,15.52,10.2,6.96
2/8/2021,9:30:00,Lettuce,4.068,37.04,18.95,11.33,11.23,17.62,5.89,6.49
2/8/2021,12:00:00,Lettuce,3.321,34.48,13.2,13.84,11.94,17.37,10.52,6.34
2/8/2021,14:30:00,Lettuce,6.687,28.41,9.64,13.52,5.57,6.25,5.95,6.3
2/8/2021,16:45:00,Lettuce,6.849,29.79,11.91,15.56,11.48,22.12,5.78,6.67
2/8/2021,19:15:00,Lettuce,2.781,36.93,12.02,18.03,11.4,20.99,10,6.06
2/8/2021,21:30:00,Lettuce,0,33.54,13.99,19.27,6.48,19.67,10.89,6.29
3/8/2021,0:00:00,Lettuce,0,32.65,4.6,15.47,12.85,21.5,11.27,6.39
3/8/2021,2:30:00,Lettuce,0,28.58,18.24,15.12,11.59,11.7,8.76,6.83
3/8/2021,4:45:00,Lettuce,0,29.13,3.27,18.49,3.99,21.95,12.72,6.22
3/8/2021,7:15:00,Lettuce,3.4739999999999998,30.04,17.76,13.94,9.7,7.46,11.32,6.02
3/8/2021,9:30:00,Lettuce,6.534,37.55,15.05,15.89,7.44,17.29,7.33,6.55
3/8/2021,12:00:00,Lettuce,4.077,37.33,9.34,10.49,5.32,6.72,9.97,6.81
